Domain,Url,Url occurences,Common?
https://www.candidaturas.ine.mx,https://www.candidaturas.ine.mx/,248
https://www.elmundo.es,https://www.elmundo.es/como/2024/10/22/671780c421efa082428b4572.html,1714
https://votoextranjero.ine.mx,https://votoextranjero.ine.mx/srve_ciudadano/app/ciudadano/onboard,1463
https://portal.stf.jus.br,https://portal.stf.jus.br/noticias/verNoticiaDetalhe.asp?idConteudo=514619&ori=1,275
https://www.stf.jus.br,https://www.stf.jus.br/arquivo/cms/noticiaNoticiaStf/anexo/Voto.ADPF442.Versa771oFinal.pdf,272
https://agenciabrasil.ebc.com.br,https://agenciabrasil.ebc.com.br/justica/noticia/2024-08/stf-tem-4-votos-para-negar-recurso-da-cnbb-em-acao-sobre-aborto,166
https://international.tse.jus.br,https://international.tse.jus.br/en/electronic-ballot-box,269
https://ine.mx,https://ine.mx/voto-y-elecciones/elecciones-2024/,5232
http://sil.gobernacion.gob.mx,http://sil.gobernacion.gob.mx/Glosario/definicionpop.php?ID=253,280
https://www.te.gob.mx,https://www.te.gob.mx/candidaturas-independientes/,1040
https://www.diputados.gob.mx,https://www.diputados.gob.mx/sedia/sia/spi/SAPI-ISS-09-11.pdf,534
https://www.servel.cl,https://www.servel.cl/partidos-politicos/requisitos-e-inhabilidades-candidatos-independientes/,1834
https://conoceles.ieem.org.mx,https://conoceles.ieem.org.mx/conoceles2024/,274
https://conoceles.ieepuebla.org.mx,https://conoceles.ieepuebla.org.mx/,119
https://www.caib.es,https://www.caib.es/sites/processoselectorals/es/campana_electoral-64188/,281
https://computos2024.ine.mx,https://computos2024.ine.mx/,564
https://infoelectoral.interior.gob.es,https://infoelectoral.interior.gob.es/es/elecciones-celebradas/resultados-electorales/,295
https://partidorepublicanodechile.cl,https://partidorepublicanodechile.cl/,261
https://cooperativa.cl,https://cooperativa.cl/noticias/pais/politica/elecciones/seguridad-y-probidad-las-propuestas-de-los-candidatos-a-alcalde-de/2024-10-24/090916.html,3
https://www.lanacion.com.ar,https://www.lanacion.com.ar/estados-unidos/quien-gana-las-elecciones-en-eeuu-2024-asi-estan-las-encuestas-entre-trump-y-kamala-harris-hoy-nid25102024/,1568
https://www.elfinanciero.com.mx,https://www.elfinanciero.com.mx/mundo/2024/10/19/elecciones-presidenciales-en-eu-2024-que-es-el-metodo-de-las-13-llaves-y-cual-es-su-prediccion-este-ano/,278
https://www.rtve.es,https://www.rtve.es/noticias/20241024/elecciones-eeuu-2024-allan-luchtman-historiador-cuesta-gobernar/16292215.shtml,970
https://www.camara.leg.br,https://www.camara.leg.br/,289
https://www25.senado.leg.br,https://www25.senado.leg.br/web/senadores/em-exercicio,306
https://repositorio.uchile.cl,https://repositorio.uchile.cl/bitstream/handle/2250/170804/TESIS-aborto-en-chile.pdf,253
https://votoextranjero.mx,https://votoextranjero.mx/web/vmre/voto-presencial,3015
